Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI
5471,31.26939,30.15374,11.29799,27.6848,12.77759
5473,31.04443,29.94364,11.35216,27.75564,12.7338
5475,30.81642,30.36711,11.5227,27.78733,12.8706
5477,30.47582,30.84692,11.67706,28.05182,13.12072
5479,30.40875,30.80893,11.77828,28.31417,13.38941
5481,30.32768,30.99463,12.0023,28.32235,13.47583
5483,30.02934,30.8554,11.74141,28.29496,13.37583
5485,29.89577,30.7732,11.80493,28.06362,13.35611
5487,29.75038,30.72704,11.82021,28.14856,13.37149
5489,29.4072,31.01775,11.59071,28.06221,13.36251
5491,29.14873,31.28728,11.35204,28.3675,13.44566
5493,28.77314,30.99423,11.31155,28.32399,13.34203
5495,28.40961,31.39316,11.61837,28.44815,13.22895
5497,28.26486,31.22953,11.51259,28.39764,13.2526
5499,28.10581,31.2156,11.38522,28.33259,13.24732
5501,27.78716,30.87344,11.02184,28.09068,12.85763
5503,26.77927,30.77893,10.97754,27.74227,12.57071
5505,26.05249,31.09783,11.1209,27.63326,12.67738
5507,25.23065,30.45024,10.87223,27.6722,12.75714
5509,24.86375,30.59147,11.0045,28.33082,12.99084
5511,24.59287,30.52076,11.33437,28.44352,13.04666
5513,24.42798,30.43909,11.40089,28.54622,13.09663
5515,24.26424,30.56526,11.5998,28.67449,13.28889
5517,24.14223,30.77493,11.63005,28.7062,13.3603
5519,24.02261,31.19658,11.66758,28.83905,13.4136
5521,23.94074,31.34884,11.68614,28.96629,13.49941
5523,23.46223,31.35124,11.67825,28.98754,13.50709
5525,23.43286,31.39081,11.54348,28.9894,13.5203
5527,23.39361,31.39908,11.53536,29.00641,13.54757
5529,23.47387,31.40176,11.67874,29.15184,13.64639
5531,23.44631,31.41769,11.7354,29.28845,13.69875
5533,23.40095,31.43361,11.77969,29.3275,13.68173
5535,23.34516,31.44693,11.84204,29.50433,13.91083
5537,23.43526,31.85239,12.08468,30.00943,14.40552
5539,23.45577,32.28064,12.49507,30.42615,14.55836
5541,23.37591,32.28806,12.75005,30.55198,14.60477
5543,23.24253,32.22047,12.5642,30.39887,14.65629
5545,23.21959,31.89291,12.07214,30.17286,14.66461
5547,23.28449,32.12614,11.98283,30.2146,14.76606
5549,23.29884,32.39763,11.87223,30.27893,14.92572
5551,23.4336,32.54031,11.96076,30.29683,15.09695
5553,23.48422,32.51711,12.08116,30.36093,15.22383
5555,23.53514,32.90719,12.2438,30.59115,15.34903
5557,23.60758,33.72338,12.57736,31.06016,15.52868
5559,23.3313,33.97451,13.12406,31.36965,15.5837
5561,23.196,34.08894,13.51057,31.5756,15.83006
5563,23.58037,34.46904,13.48519,32.00172,16.12083
5565,23.59233,34.52229,13.57376,32.04714,16.22236
5567,23.94737,34.58337,13.52902,32.39768,16.48358
5569,24.4372,34.57345,13.46826,32.65471,16.64689
5571,24.6536,34.43014,13.22693,32.58013,16.7083
5573,24.72773,34.35616,12.98964,32.41206,16.72892
5575,24.50097,34.12729,12.74605,32.24824,16.48051
5577,24.15989,33.56364,12.23579,31.91703,16.01336
5579,24.09879,33.38527,12.45854,31.59667,15.94408
5581,23.59998,33.72364,12.32772,31.38806,15.76193
5583,23.19641,33.53804,11.98706,31.26662,15.6859
5585,23.15073,33.45293,11.79234,31.23563,15.60156
5587,23.12564,33.49712,11.6195,31.17159,15.59104
5589,24.39199,33.77599,11.54482,31.28636,15.45308
5591,24.70892,33.7695,11.72433,31.41589,15.40305
5593,24.94317,33.80335,11.84811,31.50877,15.44502
5595,24.90486,33.60478,11.73529,31.39847,15.26133
5597,25.39492,33.35147,11.67159,31.26027,15.06646
5599,25.83236,32.57002,11.53726,30.96135,15.02278
5601,25.47021,32.30014,11.36546,30.80039,14.84627
5603,24.66207,32.23309,11.16875,30.67819,14.68743
5605,24.4685,32.19543,11.05943,30.46506,14.48579
5607,24.36808,32.17473,10.94571,30.48169,14.54104
5609,24.39071,32.16556,10.90544,30.45922,14.5307
5611,24.41477,32.25201,11.00186,30.43674,14.51786
5613,24.44027,32.36333,11.09853,30.44281,14.51951
5615,24.63099,32.38781,11.18682,30.47958,14.52788
5617,24.82172,32.41225,11.27511,30.47425,14.53654
5619,25.01245,32.43665,11.3634,30.44905,14.54552
5621,25.1422,32.48139,11.47283,30.44439,14.55242
5623,25.27195,32.52613,11.58225,30.47462,14.55932
5625,25.4017,32.57087,11.69168,30.59374,14.56622
5627,25.53146,32.61561,11.80111,30.58296,14.57312
5629,25.90788,32.65928,12.02318,30.57211,14.58002
5631,26.28433,32.69516,12.24525,30.70211,14.58692
5633,26.56247,32.74789,12.3474,30.78811,14.65248
5635,26.67065,32.77974,12.42275,30.78943,14.66532
5637,26.69083,32.9238,12.49811,30.89697,14.72316
5639,26.98263,33.07857,12.84284,31.16192,14.77386
5641,27.02592,33.12555,13.05674,31.13208,14.87696
5643,26.86301,32.97781,13.05223,31.2292,14.86705
5645,26.82648,33.68628,13.34358,31.60552,15.00694
5647,26.48946,33.68599,13.58657,31.66082,15.06371
5649,26.37308,33.56004,13.51123,31.47889,15.21593
5651,25.85545,33.26209,13.33114,31.03584,14.91257
5653,25.90389,32.95455,12.89631,30.54172,14.49746
5655,26.01418,33.03418,12.8609,30.07106,14.41036
5657,26.17577,33.38203,12.97444,30.38467,14.48792
5659,26.22561,33.84649,12.88456,30.38329,14.69449
5661,26.2572,34.51272,12.84301,30.88315,14.91719
5663,26.07191,34.47356,12.73106,30.07769,14.72292
5665,26.01931,33.7547,12.46837,30.0752,14.50305
5667,25.98048,33.9229,12.32659,29.98943,14.19863
5669,25.24762,33.61344,12.2032,29.41782,13.83402
5671,25.08446,32.43905,11.78987,28.80395,13.46109
5673,24.96614,31.82949,11.04288,28.01322,13.40456
5675,24.87744,31.48539,10.74896,27.67765,13.23582
5677,24.86017,30.74125,10.66788,27.29119,12.81385
5679,24.85777,30.1777,10.48123,26.80709,12.59703
5681,24.86943,29.70992,10.37556,26.3398,12.39814
5683,24.88603,29.34798,10.32026,26.1881,12.26163
5685,24.92367,29.1712,10.29019,26.25033,12.2444
5687,24.95918,29.05246,10.38603,26.28945,12.29613
5689,24.99628,29.08107,10.39559,26.20668,12.22913
5691,25.03372,28.68835,9.994443,26.14269,11.90425
5693,25.09919,28.68556,9.910404,26.07352,11.7429
5695,25.13962,29.22665,10.14321,26.35436,11.79667
5697,25.1832,29.55005,10.51674,26.75742,12.10773
5699,25.21248,29.75759,10.95104,27.31187,12.28085
5701,25.24172,30.16776,10.9444,27.60812,12.36641
5703,25.24612,29.91366,10.9868,27.62576,12.05476
5705,25.30976,29.76883,10.80287,27.47239,11.92688
5707,25.31723,29.49916,10.80626,27.37848,12.0937
5709,25.33603,29.49331,10.79031,27.35984,12.02139
5711,25.43251,29.47611,10.82553,27.4346,12.06159
5713,25.51093,30.09931,10.84344,27.83421,12.34476
5715,25.54644,30.22925,10.82663,28.0775,12.31778
5717,25.56662,30.2284,10.84185,27.99199,12.34392
5719,25.5666,30.14496,10.84953,27.9488,12.33115
5721,25.5611,30.02633,10.79872,28.00973,12.3249
5723,25.55317,30.06797,10.74444,28.0682,12.34507
5725,25.54523,29.90891,10.7707,28.09501,12.398
5727,25.5687,29.96922,10.71921,27.96677,12.48068
5729,25.62104,30.00027,10.60136,28.11619,12.5802
5731,25.89135,29.80598,10.52291,28.07947,12.47107
5733,26.24264,29.90434,10.44638,27.99763,12.46579
5735,27.06696,30.04169,10.64442,28.05965,12.41554
5737,27.71348,30.30224,10.62078,28.11799,12.30895
5739,28.94156,30.85998,10.57593,28.21119,12.39472
5741,29.94355,31.04505,10.73788,28.51913,12.58582
5743,32.2701,31.59304,11.02086,28.76341,12.71952
5745,33.38948,31.76991,11.19527,28.82736,12.89442
5747,33.93597,31.39788,11.21814,28.82339,12.83128
5749,34.2666,31.34089,10.99851,28.42965,12.70639
5751,34.463,30.83455,10.84268,28.27476,12.51143
5753,34.71889,30.48228,10.68756,28.01148,12.35889
5755,34.97569,30.17134,10.49823,27.66869,12.21911
5757,35.22863,30.02234,10.25468,27.13021,12.03866
5759,35.71127,29.57882,10.02726,26.77186,11.5989
5761,35.8898,29.11074,9.934114,26.59506,11.37444
5763,35.58982,28.89174,9.712966,26.27014,11.14233
5765,35.86447,28.89836,9.569555,26.15842,11.22327
5767,36.01706,28.71198,9.422632,26.15506,11.31571
5769,36.11028,28.21206,9.252106,25.92997,11.30842
5771,36.39736,28.10428,9.34272,25.92719,11.17589
5773,36.74612,28.09993,9.319154,25.97283,11.08771
5775,37.10073,28.09623,9.292079,25.93584,10.9959
5777,37.3391,28.05954,9.164373,25.82379,10.86239
5779,37.32667,27.94689,9.02786,25.62941,10.7078
5781,37.47003,27.68094,8.878757,25.46506,10.67332
5783,37.537,27.49697,8.756217,25.29433,10.64091
5785,37.42952,27.42694,8.723347,25.29692,10.47424
5787,37.30167,27.36219,8.752996,24.94647,10.32903
5789,36.21642,27.29535,8.791335,24.89715,10.16642
5791,36.15042,27.07951,8.802389,24.7979,10.1751
5793,36.23355,26.90143,8.798353,24.67512,10.21068
5795,36.51676,27.20987,8.829204,24.7267,10.26723
5797,35.7976,27.62106,8.801495,24.74739,10.22768
5799,35.40588,28.0787,8.740443,24.90391,10.2769
5801,35.66777,28.63676,8.78407,24.83891,10.35739
5803,36.71973,28.67145,9.026896,25.59767,10.55337
5805,36.97788,28.55815,9.228993,25.83982,10.67664
5807,37.17998,28.56373,9.242588,26.11258,10.77115
5809,37.30973,28.94421,9.259795,26.25157,10.86654
5811,37.28162,29.77961,9.329733,26.41762,11.33104
5813,37.19321,29.98528,9.338595,26.38745,11.33797
5815,36.91873,30.29182,9.340636,26.44543,11.34958
5817,36.64563,30.1397,9.321427,26.42109,11.35414
5819,36.36687,29.92529,9.302209,26.37326,11.3587
5821,36.14344,29.88136,9.302969,26.3302,11.33273
5823,35.93861,29.82767,9.316654,26.29504,11.32097
5825,35.72077,29.77335,9.337143,26.25648,11.41908
5827,35.48997,29.7184,9.364437,26.25892,11.44821
5829,35.01875,29.714,9.390391,26.2631,11.46589
5831,34.56297,29.81647,9.456634,26.28916,11.48202
5833,34.21987,29.939,9.462108,26.28919,11.4963
5835,34.06292,30.14542,9.552128,26.28106,11.53158
5837,33.80942,30.33857,9.585111,26.35134,11.57075
5839,33.42911,30.32598,9.648767,26.38461,11.3021
5841,33.37074,30.27371,9.802982,26.43001,11.48798
5843,33.5794,30.58606,9.885736,26.95156,11.74006
5845,33.64915,30.59021,9.630612,26.47168,11.73425
5847,33.77244,30.25937,9.384469,26.33615,11.62395
5849,34.02047,30.12926,9.40822,26.19852,11.57345
5851,34.76537,30.74854,9.526971,26.41085,11.62264
5853,34.82129,30.82935,9.48219,26.54065,11.61689
5855,34.76962,30.7942,9.449259,26.55824,11.54147
5857,34.73513,30.23272,9.259447,26.21217,11.23008
5859,34.96708,29.81223,9.227594,25.94761,10.90896
5861,35.22226,28.81635,8.978692,25.70893,10.69083
5863,35.36139,28.41328,8.967381,25.47153,10.21626
5865,35.43875,28.2786,8.768569,25.0256,10.17955
5867,35.53235,28.30894,8.783467,24.95048,10.18766
5869,35.6527,28.47175,8.781951,24.94073,10.0916
5871,35.77879,28.55461,8.778247,24.99572,10.15316
5873,35.90503,28.63772,8.777814,25.02136,10.14167
5875,36.03145,28.70015,8.774654,25.04613,10.12267
5877,36.15892,28.6795,8.772119,25.07491,10.12456
5879,36.29537,28.65872,8.765181,25.10628,10.15325
5881,36.44083,28.63782,8.754415,25.13634,10.126
5883,36.62058,28.62187,8.751455,25.16654,10.14047
5885,36.73942,28.56349,8.801046,25.18032,10.1589
5887,36.81492,28.28073,8.773943,24.95573,10.00591
5889,36.90441,28.09019,8.715322,24.78705,9.959831
5891,37.00138,27.93996,8.710699,24.58499,9.855111
5893,37.06784,27.55971,8.394403,24.37053,9.85947
5895,37.70755,26.66281,8.336104,24.05864,9.740592
5897,37.86861,25.609,7.775577,23.84758,9.490215
5899,38.08599,25.33796,7.286751,23.32842,9.312037
5901,38.34366,25.20654,7.077134,23.05175,9.192986
5903,38.67067,25.14067,7.126073,22.88167,9.119448
5905,38.89962,25.11903,6.88887,22.57517,8.870784
5907,39.74464,24.98406,6.855899,22.50989,8.812537
5909,41.02548,24.93961,6.826108,22.58786,8.8024
5911,42.2195,25.22985,7.05935,22.87664,9.066263
5913,42.45409,25.03572,7.256919,22.86764,9.213202
5915,42.53495,25.01595,7.131044,22.64248,9.265286
5917,42.56273,24.97958,6.97363,22.6314,9.196134
5919,42.69836,25.07338,7.02079,22.93334,9.267403
5921,42.72457,25.2237,7.02845,23.0977,9.428451
5923,42.72969,25.306,6.986754,23.1801,9.423939
5925,42.73481,25.50492,6.945057,23.17855,9.49984
5927,42.69606,25.70367,6.906868,23.18213,9.577618
5929,42.49435,25.69061,6.812164,23.10107,9.632169
5931,42.16748,25.83105,6.781857,23.14324,9.672288
5933,41.78681,26.12597,6.795586,23.11295,9.435059
5935,41.12478,26.00383,6.789699,23.20961,9.506621
5937,40.30373,25.55867,6.585136,22.81838,9.195666
5939,38.96811,24.79997,6.472212,22.07503,8.888699
5941,38.00285,24.28466,6.406661,21.90039,8.495687
5943,35.6581,24.07234,6.357198,21.3175,8.465148
5945,34.42785,23.9115,6.311036,21.03143,8.281506
5947,33.77889,23.86435,6.287942,21.01321,8.266609
5949,33.40203,23.79145,6.276641,21.01638,8.28194
5951,33.01323,23.71855,6.287117,21.01956,8.287914
5953,32.63226,24.11469,6.229012,21.02591,8.281565
5955,32.25744,24.17522,6.164982,21.03242,8.262382
5957,31.8665,24.24749,6.117912,21.01399,8.265028
5959,31.0982,24.43496,6.098218,21.05744,8.253364
5961,30.78172,24.48669,6.124532,20.99296,8.266805
5963,30.66701,24.48673,6.059248,21.06308,8.220311
5965,30.49177,24.55128,5.999374,21.0214,8.262694
5967,30.11867,24.43323,5.898539,21.05527,8.225727
5969,29.57845,24.21313,5.816616,20.90711,8.211602
5971,29.02379,24.07457,5.792871,20.85522,8.190707
5973,28.55191,24.05483,5.837372,20.91721,8.153805
5975,28.0742,24.18718,5.906251,20.89439,8.156702
5977,27.77861,24.25741,5.836399,20.90439,8.162791
5979,27.68806,24.81352,5.727824,21.6509,8.345111
5981,27.33537,24.76525,5.840592,22.00014,8.454598
5983,26.98823,24.50188,5.858746,22.04238,8.523617
5985,26.71003,24.70193,5.876079,22.0316,8.540472
5987,26.41185,24.74882,5.891159,22.09803,8.462213
5989,26.08874,24.78959,5.922915,22.0037,8.530491
5991,25.73505,24.82304,6.098426,22.10014,8.549129
5993,25.53282,24.73398,6.276923,22.05768,8.468881
5995,24.8155,24.7313,6.262598,22.01591,8.332324
5997,24.31788,24.70095,6.291117,21.789,8.263349
5999,23.42353,24.43505,6.181451,21.66157,8.219938
6001,22.5364,24.13085,6.144034,21.53415,7.965446
6003,21.28752,23.90211,5.866437,21.15993,7.58963
6005,20.81782,23.70154,5.663625,20.98845,7.533358
6007,20.42058,23.4821,5.6046,20.91712,7.479615
6009,20.13043,23.42799,5.50493,20.77715,7.416629
6011,20.00258,23.25469,5.365515,20.43996,7.328467
6013,19.95231,23.17569,5.315598,20.32648,7.19393
6015,19.92708,23.10502,5.30244,20.50251,7.013628
6017,19.90586,23.06038,5.293377,20.6841,6.987625
6019,19.89502,23.01663,5.285493,20.7088,7.008006
6021,19.88984,22.97321,5.267254,20.68813,7.028388
6023,19.86604,22.92327,5.093174,20.72749,7.048709
6025,19.8571,22.87748,5.000698,20.77779,7.177991
6027,20.17387,22.87854,5.025798,20.73419,7.294405
6029,20.5703,22.97227,5.20402,20.78837,7.328532
6031,20.94416,22.92545,5.178247,20.66737,7.317542
6033,21.01388,22.85567,5.175844,20.6929,7.372704
6035,21.0112,22.81757,5.133259,20.76097,7.212178
6037,20.95066,22.78573,5.139706,20.86712,7.261642
6039,20.80877,22.66559,5.026288,20.58802,7.254716
6041,20.47821,22.44731,4.925292,20.33109,7.092675
6043,20.02511,22.29562,4.908537,19.76555,6.911505
6045,19.72642,22.19353,4.955356,19.55955,6.866966
6047,19.49036,22.22867,5.103005,19.43587,6.694022
6049,19.1302,22.2007,5.083014,19.34881,6.733366
6051,18.27424,21.02263,5.096093,18.95884,6.499027
6053,18.01698,21.07339,5.231207,18.85177,6.580748
6055,17.77683,21.10893,5.248093,18.92979,6.653237
6057,17.56445,21.2872,5.267838,19.1604,6.61352
6059,17.18134,21.36325,5.168618,19.32147,6.708251
6061,16.7587,21.49693,5.183065,19.54421,6.802263
6063,16.54659,22.01497,5.655143,20.13866,7.26676
6065,16.39769,22.75469,5.909118,20.62193,7.522162
6067,16.25032,23.1672,6.069266,21.14421,7.895789
6069,16.16328,23.73372,6.641466,22.14391,8.26781
6071,16.05177,24.72316,7.018949,22.94712,8.60043
6073,15.94797,26.11713,7.404407,23.58727,9.110197
6075,15.88802,26.72212,7.914328,24.69381,9.618944
6077,15.8208,27.56289,8.426396,25.39906,9.986169
6079,15.6639,27.91027,8.625733,25.85128,10.2434
6081,15.48343,27.85693,8.613397,25.71566,10.20196
6083,15.26867,27.80312,8.600389,25.57928,10.16737
6085,15.0983,27.73957,8.590137,25.48405,10.13558
6087,14.97378,27.66628,8.582644,25.45157,10.11907
6089,14.83751,27.61691,8.57117,25.4639,10.04977
6091,14.6937,27.55851,8.535044,25.41193,9.874208
6093,14.55297,27.4822,8.468652,25.19301,9.786033
6095,13.85237,27.33814,8.401342,24.98813,9.773305
6097,13.63551,27.18826,8.351,24.86344,9.733704
6099,13.37835,27.05588,8.343493,24.6992,9.640491
6101,13.07706,26.97492,8.31404,24.56396,9.54728
6103,12.69853,26.80132,8.256123,24.4492,9.360414
6105,12.37709,26.61037,8.196036,24.35857,9.334329
6107,11.47674,26.11582,8.12437,24.16418,9.246658
6109,10.10588,25.93543,7.836213,23.67966,8.913266
6111,8.732661,25.16039,7.456288,22.79709,8.491487
6113,8.323777,24.71999,7.171742,22.16443,8.207715
6115,8.11064,24.62035,7.142949,21.88637,8.153193
6117,7.966434,24.37561,7.026385,21.62487,8.101057
6119,7.731522,24.04694,6.909396,21.3614,7.96757
6121,7.606044,23.81991,6.656032,21.10116,7.906047
6123,7.501652,23.68039,6.565461,21.04378,7.85535
6125,7.39726,23.54086,6.498445,20.92462,7.691724
6127,7.304975,23.36099,6.46276,20.82562,7.622824
6129,7.227222,23.14077,6.420953,20.6948,7.559922
6131,7.164481,22.88107,6.382331,20.62569,7.537941
6133,7.092363,22.77442,6.345973,20.32835,7.470604
6135,6.839005,22.63045,6.1304,20.09197,7.260406
6137,6.776515,22.61306,6.063245,19.97131,7.175213
6139,6.716649,22.56895,6.035444,19.90726,7.173581
6141,6.611101,22.47617,5.999866,19.74087,7.118866
6143,6.558791,22.35985,5.962924,19.68779,7.091538
6145,6.516922,22.24359,5.919914,19.64924,7.048913
6147,6.477961,22.12737,5.877403,19.61774,6.995913
6149,6.43329,22.07407,5.835131,19.59897,6.958972
6151,6.400562,22.06325,5.793096,19.52268,6.944006
6153,6.360007,22.00082,5.741138,19.39504,6.921739
6155,6.313294,21.85693,5.689179,19.27534,6.87926
6157,6.266561,21.69176,5.637221,19.14627,6.823865
6159,6.126014,21.51865,5.476394,19.00977,6.739619
6161,5.94802,21.23301,5.504141,18.90545,6.70166
6163,5.770025,21.01291,5.458737,18.82292,6.662883
6165,5.450357,20.82746,5.205012,18.67486,6.554019
6167,5.107531,20.52445,5.076209,18.30477,6.462342
6169,4.858333,20.4097,4.978112,18.16738,6.350041
6171,4.713926,20.36641,4.888428,18.03897,6.277792
6173,4.563021,20.31076,4.869923,18.0249,6.252038
6175,4.426186,20.54621,4.852771,18.21525,6.239409
6177,4.240581,20.72042,4.811555,18.2441,6.167567
6179,3.954896,20.52596,4.586578,17.95595,5.975908
6181,3.84081,20.33833,4.653688,17.98249,5.840453
6183,3.777721,20.5147,4.789725,18.06517,5.905547
6185,3.718067,20.55286,4.84728,18.22959,6.054458
6187,3.665688,21.32417,5.045109,18.5077,6.192588
6189,3.613943,21.66494,5.185258,18.8953,6.472136
6191,3.568743,22.12829,5.107985,19.4669,6.646241
6193,3.310202,22.66597,5.156297,20.08821,6.758887
6195,3.325464,23.55123,5.609772,20.6774,7.086967
6197,3.346543,23.64548,5.920768,21.58266,7.550933
6199,3.370651,25.1111,6.576067,22.25259,8.129471
6201,3.395861,25.44768,6.932348,23.34492,8.600101
6203,3.400007,26.37048,7.20055,24.0576,8.792677
6205,3.417838,26.92689,7.556172,24.67256,9.138353
6207,3.452303,28.20591,8.101514,25.47174,9.600105
6209,3.50127,29.1223,8.70009,26.27437,10.02207
6211,3.530552,29.41554,9.004306,26.68709,10.46968
6213,3.600747,29.64493,9.056825,27.18072,10.78218
6215,3.628959,30.07127,9.091673,27.52353,10.97226
6217,3.645064,30.39272,9.265714,27.93981,11.15262
6219,3.636181,30.50119,9.347365,28.17196,11.25224
6221,3.627342,30.60037,9.778008,28.46891,11.37892
6223,3.627514,30.6258,9.906404,28.49714,11.64998
6225,3.622466,30.62573,10.01459,28.67471,11.60841
6227,3.285416,30.58187,10.07651,28.65426,11.54997
6229,2.873455,30.53797,10.0146,28.47886,11.69257
6231,2.45961,30.54096,10.04173,28.34267,11.68633
6233,2.337333,30.52209,10.07665,28.32971,11.48343
6235,2.308161,30.52667,10.14818,28.39069,11.65612
6237,2.317,30.49442,10.13559,28.59387,11.653
6239,2.419163,30.73776,10.29066,28.61731,11.80703
6241,2.525665,30.96353,10.7044,28.77591,11.87845
6243,2.621437,31.43927,10.89621,28.78357,11.90538
6245,2.710191,31.66498,10.99809,28.73743,11.99652
6247,2.800006,31.74285,10.93743,28.70019,12.27856
6249,3.049428,32.08143,10.97702,28.8978,12.47741
6251,3.110125,32.37498,11.04276,29.44275,12.85494
6253,3.171129,32.52034,11.09219,29.38513,12.83742
6255,3.278744,33.00125,11.22284,29.61369,13.01381
6257,3.389835,33.33871,11.16418,29.55495,13.04786
6259,3.447072,33.13846,11.14781,29.3834,12.90112
6261,3.645578,32.72956,11.15055,29.34503,13.04598
6263,3.833478,31.67915,11.193,29.39406,12.79264
6265,3.995716,31.8716,11.12914,29.04209,12.70104
6267,4.134297,31.73968,10.78297,28.92708,12.78857
6269,4.186287,31.44709,10.07537,28.38226,12.62782
6271,4.400857,30.60566,9.886464,28.29815,12.38354
6273,4.518053,29.82931,9.948028,27.66464,12.18355
6275,4.562333,29.65011,9.505567,27.22494,11.76307
6277,4.542881,29.42293,9.285995,27.2205,11.38923
6279,4.57972,29.43704,9.243902,26.81575,11.19334
6281,4.603806,29.63357,9.276129,27.06266,11.34042
6283,4.627398,29.73789,9.309877,27.32432,11.44686
6285,4.651035,29.77784,9.47198,27.38856,11.50525
6287,4.67668,29.82463,9.649756,27.43443,11.54755
6289,4.702374,29.87161,9.771932,27.48263,11.58963
6291,4.735948,30.75499,10.19645,27.62023,11.81128
6293,4.768114,30.86107,10.34816,28.04767,12.06861
6295,4.79055,30.97388,10.49198,28.23026,12.1285
